Zip Code,Fiscal Year,No. of Awards,Grant Dollars,Grantor
11101,2008,2,"$6,320",Utah
11101,2009,2,"$9,600",Mid Atlantic Arts Foundation
11101,2009,2,"$18,300",New England Foundation for the Arts
11101,2009,32,"$336,504",New York
11101,2010,36,"$391,364",New York
11101,2011,2,"$10,800",Mid Atlantic Arts Foundation
11101,2011,2,"$88,000",New England Foundation for the Arts
11101,2011,36,"$366,326",New York
11101,2012,22,"$297,360",New York
11101,2013,4,"$26,500",New England Foundation for the Arts
11101,2013,30,"$396,520",New York
11101,2015,2,"$14,000",New England Foundation for the Arts
11101,2015,40,"$715,600",New York
11101,2016,4,"$23,500",New England Foundation for the Arts
11101,2016,30,"$653,200",New York
11102,2000,6,"$79,000",New York
11102,2001,8,"$89,000",New York
11102,2002,8,"$80,600",New York
11102,2003,8,"$80,600",New York
11102,2004,6,"$62,900",New York
11102,2005,6,"$62,600",New York
11102,2006,4,"$57,600",New York
11102,2007,4,"$66,300",New York
11102,2008,4,"$81,800",New York
11102,2009,2,"$62,000",New York
11102,2010,4,"$69,180",New York
11102,2011,4,"$34,812",New York
11102,2012,2,"$30,000",New York
11102,2013,2,"$30,000",New York
11102,2016,4,"$30,000",New York
11103,2005,2,"$6,000",New York
11103,2006,2,"$6,000",New York
11103,2007,2,"$6,300",New York
11103,2010,4,"$87,620",New England Foundation for the Arts
11103,2011,2,"$8,308",New York
11103,2012,2,"$6,000",New York
11103,2013,2,"$6,000",New York
11103,2015,2,"$10,000",New York
11104,2000,4,"$191,500",New York
11104,2001,4,"$193,000",New York
11104,2002,4,"$173,600",New York
11104,2003,4,"$192,000",New York
11104,2004,8,"$176,200",New York
11104,2005,10,"$200,200",New York
11104,2006,6,"$168,200",New York
11104,2007,6,"$180,100",New York
11104,2008,8,"$243,000",New York
11104,2009,8,"$275,000",New York
11104,2010,6,"$191,840",New York
11104,2011,4,"$174,262",New York
11104,2012,10,"$184,640",New York
11104,2013,8,"$225,440",New York
11104,2015,8,"$259,600",New York
11104,2016,6,"$160,600",New York
11105,2000,8,"$44,800",New York
11105,2001,10,"$54,950",New York
11105,2002,8,"$44,600",New York
11105,2003,8,"$44,600",New York
11105,2004,12,"$71,118",New York
11105,2005,10,"$65,000",New York
11105,2006,10,"$59,600",New York
11105,2007,8,"$44,790",New York
11105,2008,8,"$46,180",New York
11105,2009,6,"$40,800",New York
11105,2010,6,"$25,414",New York
11105,2011,2,"$11,868",New York
11105,2016,2,"$8,514",Mid Atlantic Arts Foundation
11105,2016,4,"$72,000",New York
11106,2000,16,"$261,000",New York
11106,2001,12,"$229,000",New York
11106,2002,12,"$238,400",New York
11106,2003,14,"$291,600",New York
11106,2004,14,"$285,500",New York
11106,2005,14,"$297,800",New York
11106,2006,18,"$344,430",New York
11106,2007,18,"$477,510",New York
11106,2008,16,"$366,400",New York
11106,2009,10,"$390,000",New York
11106,2010,12,"$336,700",New York
11106,2011,10,"$206,702",New York
11106,2012,16,"$327,800",New York
11106,2013,14,"$301,000",New York
11106,2014,6,"$84,000",New York
11106,2015,16,"$317,000",New York
11106,2016,14,"$335,000",New York
11201,2000,48,"$784,382",New York
11201,2001,52,"$994,650",New York
11201,2001,2,"$8,146",Washington
11201,2002,52,"$1,026,900",New York
11201,2002,2,"$60,516",Washington
11201,2003,68,"$1,099,200",New York
11201,2003,2,"$51,352",Washington
11201,2004,46,"$723,690",New York
11201,2004,2,"$3,766",Utah
11201,2004,2,"$68,468",Washington
11201,2005,56,"$865,600",New York
11201,2006,66,"$1,149,400",New York
11201,2007,2,"$6,000",Mid Atlantic Arts Foundation
11201,2007,64,"$1,249,650",New York
11201,2008,62,"$1,505,844",New York
11201,2009,44,"$1,231,200",New York
11201,2010,4,"$46,730",New England Foundation for the Arts
11201,2010,104,"$4,601,110",New York
11201,2011,90,"$3,954,414",New York
11201,2011,2,"$7,426",Puerto Rico
11201,2012,4,"$30,770",Mid Atlantic Arts Foundation
11201,2012,8,"$177,000",New England Foundation for the Arts
11201,2012,116,"$3,706,810",New York
11201,2013,2,"$31,000",New England Foundation for the Arts
11201,2013,110,"$3,900,680",New York
11201,2014,4,"$9,830",Mid Atlantic Arts Foundation
11201,2014,10,"$85,890",New York
11201,2015,112,"$3,891,090",New York
11201,2016,106,"$4,321,060",New York
11203,2000,4,"$22,400",New York
11203,2001,6,"$29,000",New York
11203,2002,6,"$23,800",New York
11203,2003,6,"$26,000",New York
11203,2004,4,"$17,320",New York
11203,2005,6,"$22,000",New York
11203,2006,2,"$10,000",New York
11203,2007,2,"$14,000",New York
11203,2008,8,"$116,200",New York
11203,2009,6,"$59,000",New York
11203,2010,12,"$129,322",New York
11203,2011,8,"$146,174",New York
11203,2012,8,"$114,740",New York
11203,2013,6,"$99,140",New York
11203,2015,4,"$47,600",New York
11203,2016,4,"$65,600",New York
11204,2012,6,"$41,800",New York
11204,2013,6,"$52,200",New York
11204,2014,4,"$47,400",New York
11204,2015,6,"$53,800",New York
11204,2016,6,"$53,800",New York
11205,2000,2,"$66,700",New York
11205,2001,2,"$70,040",New York
11205,2002,10,"$158,000",New York
11205,2003,6,"$88,000",New York
11205,2004,12,"$181,550",New York
11205,2004,2,"$1,126",Washington
11205,2005,4,"$60,000",New York
11205,2005,2,"$65,654",Washington
11205,2006,2,"$6,000",Mid Atlantic Arts Foundation
11205,2006,6,"$70,600",New York
11205,2006,2,"$88,602",Washington
11205,2007,2,$320,Mid Atlantic Arts Foundation
